CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,Loan_Status
0,1,0,99900,0,0,1,0,2,0
1,0,1,360000,0,0,0,0,1,0
0,1,0,144000,0,0,0,0,2,0
0,1,1,76500,0,1,0,0,2,0
0,1,0,157500,0,0,1,0,2,0
1,1,0,148500,0,0,0,0,1,0
1,1,0,112500,0,0,0,1,2,0
0,1,0,247500,0,0,0,0,2,0
0,1,0,202500,0,0,0,1,2,0
0,1,0,38250,0,1,0,0,2,0
0,0,0,81000,0,1,0,0,1,0
0,1,0,81000,0,0,0,0,2,0
1,1,0,135000,0,0,1,0,0,0
0,0,1,175500,0,0,1,1,1,0
0,1,0,94500,0,0,0,0,2,0
1,0,0,67500,0,0,0,0,1,0
1,1,0,382500,0,1,0,0,1,0
0,0,1,328500,0,0,0,0,0,0
1,1,0,315000,0,1,0,0,0,0
0,1,1,126000,0,0,0,1,1,0
0,1,1,153000,0,0,0,0,2,0
0,1,0,117000,0,0,0,0,2,0
0,1,0,337500,0,0,0,0,1,0
0,1,1,67500,0,0,0,0,2,0
0,0,0,315000,0,1,0,0,1,0
1,1,0,49500,0,0,0,0,2,0
1,0,1,135000,0,1,0,0,1,0
1,0,0,270000,0,0,1,0,1,0
0,0,0,225000,0,1,1,0,1,0
1,0,0,225000,0,0,0,1,2,0
1,1,0,135000,0,1,0,0,2,0
0,1,0,180000,0,0,0,0,2,0
0,1,0,45000,0,0,0,0,1,0
0,1,1,225000,0,1,0,0,2,0
1,0,0,135000,0,0,0,0,2,1
1,0,0,135000,0,0,0,0,2,0
1,1,0,81000,0,0,0,0,2,0
1,0,0,900000,0,0,0,0,0,0
1,0,0,135000,0,0,1,0,1,0
1,1,0,83250,0,0,0,0,2,0
1,0,0,157500,0,1,0,0,1,0
1,1,0,157500,0,1,0,0,1,0
0,1,0,108000,0,0,0,0,2,0
0,1,0,180000,0,1,1,0,1,0
0,0,0,315000,0,0,1,0,2,0
0,1,0,119250,0,0,0,0,1,0
1,0,0,83250,0,0,0,0,2,0
0,1,1,63000,0,0,1,1,1,0
0,1,0,207000,0,0,1,0,2,0
1,0,0,112500,0,1,0,0,1,0
0,1,0,274500,0,0,0,0,0,0
0,1,0,202500,0,0,1,0,1,1
0,1,0,81000,0,0,0,1,2,0
1,0,0,90900,0,0,0,0,1,0
0,1,1,202500,0,1,1,0,0,0
0,0,0,180000,0,0,1,0,2,0
1,1,1,202500,0,0,1,0,1,0
1,0,0,360000,0,0,0,0,2,0
1,0,1,225000,0,0,0,0,1,1
0,1,1,225000,0,0,1,0,0,0
1,1,0,99000,0,0,0,0,1,0
0,0,0,117000,0,0,0,0,1,0
1,0,0,225000,0,1,0,0,0,0
1,0,0,279000,0,1,0,0,1,0
0,1,0,117000,0,0,0,0,1,0
0,0,0,175500,0,1,0,0,2,0
1,0,1,495000,0,0,0,0,1,0
0,1,1,90000,0,0,1,1,2,0
0,0,0,216000,0,1,0,0,0,0
1,0,1,157500,0,0,0,0,1,0
0,0,0,135000,0,0,1,0,2,0
0,1,0,211500,0,0,0,0,2,0
1,1,0,99000,0,0,0,0,2,0
1,0,1,270000,0,1,0,0,1,0
0,1,0,157500,0,1,0,0,0,0
1,1,0,202500,0,1,0,1,0,0
0,0,0,405000,0,1,0,0,0,0
1,0,1,180000,0,1,0,0,2,0
0,1,1,216000,0,0,0,0,1,0
1,0,0,247500,0,1,0,0,1,0
0,0,0,292500,0,0,0,0,1,0
0,1,0,540000,0,0,0,0,0,0
1,1,1,112500,0,0,0,0,0,0
0,1,0,135000,0,0,1,0,0,0
0,0,1,315000,0,0,0,0,1,0
1,0,0,220500,0,0,0,0,1,0
0,0,0,180000,0,1,0,0,0,0
0,1,0,292500,0,0,1,0,2,0
0,1,0,121500,0,0,0,0,1,0
1,1,0,144000,0,0,0,0,1,0
1,0,0,405000,0,1,0,0,1,0
1,1,0,49500,0,0,1,0,1,0
0,0,0,450000,0,1,0,0,2,0
0,1,0,180000,0,0,1,0,0,0
0,1,0,360000,0,1,0,0,2,0
0,1,0,85500,0,1,0,0,2,0
0,1,1,90000,0,0,0,0,2,1
0,1,0,99000,0,0,0,0,2,0
1,0,1,225000,0,0,0,0,0,0
0,1,0,157500,0,1,0,1,1,0
0,1,0,135000,0,0,1,0,1,0
1,0,0,148500,0,0,0,0,1,0
1,1,0,360000,0,1,0,0,1,0
1,0,0,112500,0,1,0,0,2,0
0,0,0,202500,0,1,0,0,2,0
0,1,0,112500,0,0,0,1,1,0
1,1,1,135000,0,0,0,1,1,0
0,0,0,144000,0,1,0,0,0,0
0,1,0,108000,0,0,0,0,1,0
0,0,0,108000,0,1,1,0,2,0
1,0,0,292500,0,0,0,1,1,0
0,0,0,157500,0,0,1,0,2,0
0,0,1,126000,0,0,1,0,1,0
0,1,0,90000,0,0,1,0,1,0
0,1,0,180000,0,0,0,0,0,0
0,0,1,180000,0,1,0,1,0,0
0,1,0,337500,0,1,0,0,2,0
0,0,0,540000,0,1,0,0,2,0
0,0,0,540000,0,1,0,0,2,1
0,1,0,270000,0,0,0,0,2,0
0,1,0,47250,0,0,0,1,2,0
0,1,1,247500,0,0,1,0,1,0
1,1,0,630000,0,1,0,0,0,0
0,1,0,148500,0,0,1,1,1,0
1,1,0,121500,0,0,1,0,1,0
1,1,0,162000,0,0,1,0,1,0
1,1,0,202500,0,0,0,0,2,0
0,0,1,202500,0,0,0,1,0,0
0,1,0,65250,0,0,0,0,2,0
1,0,0,202500,0,0,1,1,1,0
1,1,1,157500,0,0,1,0,1,0
0,1,0,216000,0,0,1,0,2,0
0,1,0,225000,0,0,0,0,0,0
0,1,1,427500,0,0,0,0,1,0
1,0,1,135000,0,0,0,0,0,0
1,0,0,198000,0,0,0,0,1,0
1,0,0,585000,0,0,0,1,1,0
0,1,0,139500,0,1,0,0,1,0
1,0,1,270000,0,0,0,0,2,0
